stage,backend,request_batch,miss_rate,n_reads,io_size,queue_depth,round,submit_us,completion_us,bytes_read,correct,direct_path,error,phase,submission_group
B1,Tutti-deployed,1,0.3,614,4096,256,172,226.251,589.779,2514944,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,1,0.3,614,4096,256,173,224.345,556.033,2514944,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,1,0.3,614,4096,256,174,232.026,609.097,2514944,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,1,0.3,614,4096,256,175,229.298,570.133,2514944,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,1,0.3,614,4096,256,176,223.668,565.398,2514944,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,1,0.3,614,4096,256,177,227.688,624.677,2514944,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,1,0.3,614,4096,256,178,226.663,569.264,2514944,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,1,0.3,614,4096,256,179,224.501,567.132,2514944,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,1,0.3,614,4096,256,180,226.056,574.764,2514944,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,1,0.3,614,4096,256,181,225.266,551.406,2514944,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,1,0.3,614,4096,256,182,225.739,574.051,2514944,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,1,0.3,614,4096,256,183,235.548,586.164,2514944,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,1,0.3,614,4096,256,184,225.184,548.843,2514944,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,1,0.3,614,4096,256,185,226.08,584.805,2514944,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,1,0.3,614,4096,256,186,235.415,595.868,2514944,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,1,0.3,614,4096,256,187,224.393,566.228,2514944,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,1,0.3,614,4096,256,188,224.182,589.83,2514944,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,1,0.3,614,4096,256,189,236.69,584.823,2514944,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,1,0.3,614,4096,256,190,228.631,543.804,2514944,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,1,0.3,614,4096,256,191,223.74,583.409,2514944,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,1,0.3,614,4096,256,192,235.891,585.94,2514944,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,1,0.3,614,4096,256,193,227.432,605.519,2514944,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,1,0.3,614,4096,256,194,224.11,588.425,2514944,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,1,0.3,614,4096,256,195,232.673,600.697,2514944,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,1,0.3,614,4096,256,196,227.736,565.896,2514944,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,1,0.3,614,4096,256,197,225.847,554.559,2514944,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,1,0.3,614,4096,256,198,226.176,645.013,2514944,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,1,0.3,614,4096,256,199,227.29,581.355,2514944,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,1,0.3,614,4096,256,0,224.614,570.069,2514944,true,gpu_nvme_kernel,,3,16
B1,Tutti-deployed,4,0.067,549,4096,256,0,208.877,541.327,2248704,true,gpu_nvme_kernel,,2,16
B1,Tutti-deployed,4,0.067,549,4096,256,0,207.113,540.462,2248704,true,gpu_nvme_kernel,,0,16
B1,Tutti-deployed,4,0.067,549,4096,256,1,203.068,570.316,2248704,true,gpu_nvme_kernel,,0,16
B1,Tutti-deployed,4,0.067,549,4096,256,2,204.082,539.408,2248704,true,gpu_nvme_kernel,,0,16
B1,Tutti-deployed,4,0.067,549,4096,256,3,201.444,575.404,2248704,true,gpu_nvme_kernel,,0,16
B1,Tutti-deployed,4,0.067,549,4096,256,4,199.937,514.251,2248704,true,gpu_nvme_kernel,,0,16
B1,Tutti-deployed,4,0.067,549,4096,256,5,204.941,562.113,2248704,true,gpu_nvme_kernel,,0,16
B1,Tutti-deployed,4,0.067,549,4096,256,6,205.748,530.831,2248704,true,gpu_nvme_kernel,,0,16
B1,Tutti-deployed,4,0.067,549,4096,256,7,216.21,553.303,2248704,true,gpu_nvme_kernel,,0,16
B1,Tutti-deployed,4,0.067,549,4096,256,8,201.036,509.332,2248704,true,gpu_nvme_kernel,,0,16
B1,Tutti-deployed,4,0.067,549,4096,256,9,202.615,524.871,2248704,true,gpu_nvme_kernel,,0,16
B1,Tutti-deployed,4,0.067,549,4096,256,0,211.726,521.89,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,1,203.895,588.588,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,2,202.506,533.841,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,3,226.096,607.635,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,4,214.961,529.192,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,5,203.233,550.89,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,6,202.159,584.574,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,7,211.074,521.1,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,8,199.987,547.764,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,9,200.926,519.741,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,10,202.123,537.561,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,11,203.282,541.062,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,12,204.383,533.481,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,13,176.251,538.103,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,14,170.821,562.816,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,15,185.545,553.428,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,16,171.409,513.619,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,17,173.793,514.378,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,18,187.159,496.639,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,19,174.414,545.295,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,20,177.261,490.374,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,21,176.2,482.332,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,22,181.079,535.935,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,23,170.957,495.036,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,24,174.293,514.761,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,25,172.693,524.106,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,26,177.848,550.846,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,27,178.722,553.4,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,28,176.129,550.044,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,29,179.612,561.463,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,30,174.54,528.116,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,31,174.172,544.226,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,32,175.423,576.708,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,33,175.384,512.543,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,34,172.736,495.576,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,35,171.428,513.664,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,36,174.948,543.339,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,37,176.733,531.419,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,38,172.258,522.983,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,39,177.653,508.056,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,40,175.626,508.867,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,41,176.445,542.901,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,42,179.894,570.922,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,43,181.49,516.639,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,44,174.012,504.966,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,45,173.423,561.409,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,46,172.611,555.897,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,47,182.046,509.819,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,48,184.112,556.616,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,49,172.047,532.851,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,50,175.019,556.7,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,51,170.335,494.031,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,52,175.179,499.784,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,53,179.789,501.74,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,54,171.674,500.649,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,55,169.956,521.125,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,56,174.969,525.419,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,57,175.035,538.013,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,58,175.888,516.056,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,59,175.526,542.021,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,60,180.689,509.105,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,61,172.896,526.29,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,62,170.732,535.977,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,63,170.48,529.099,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,64,176.951,584.634,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,65,175.409,577.361,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,66,174,510.008,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,67,171.355,491.949,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,68,179.291,624.484,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,69,177.597,577.802,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,70,174.21,494.503,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,71,177.34,520.351,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,72,171.383,508.215,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,73,173.729,515.285,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,74,176.082,564.164,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,75,177.035,531.942,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,76,173.212,535.266,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,77,175.978,513.289,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,78,174.892,501.23,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,79,177.612,636.34,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,80,176.337,541.505,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,81,174.965,556.978,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,82,175.426,540.71,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,83,172.761,516.302,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,84,173.2,551.393,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,85,175.621,573.674,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,86,175.317,502.33,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,87,176.046,565.571,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,88,171.655,495.839,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,89,172.528,498.094,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,90,176.392,511.441,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,91,171.877,549.72,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,92,174.544,593.513,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,93,172.466,496.725,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,94,173.822,509.5,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,95,177.369,541.111,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,96,176.447,531.752,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,97,175.05,500.165,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,98,171.563,527.632,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,99,173.047,530.392,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,100,179.033,552.24,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,101,171.42,547.731,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,102,170.088,539.814,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,103,184.805,527.879,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,104,171.327,546.204,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,105,169.018,511.006,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,106,173.732,489.083,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,107,176.733,511.479,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,108,170.978,565.383,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,109,178.805,532.09,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,110,176.344,493.422,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,111,172.629,551.668,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,112,173.135,554.06,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,113,171.055,530.727,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,114,181.254,498.919,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,115,172.768,562.064,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,116,178.778,563.494,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,117,185.475,527.658,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,118,174.178,546.879,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,119,177.486,510.285,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,120,169.793,547.657,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,121,171.585,529.737,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,122,176.65,491.117,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,123,169.052,544.766,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,124,173.626,494.536,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,125,170.925,525.719,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,126,171.226,503.088,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,127,172.996,502.924,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,128,175.5,543.307,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,129,173.985,496.913,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,130,170.485,502.699,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,131,176.663,499.383,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,132,178.334,564.081,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,133,170.378,532.472,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,134,180.683,523.768,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,135,175.597,603.453,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,136,170.72,525.034,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,137,171.656,509.661,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,138,174.455,511.659,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,139,173.747,516.05,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,140,170.509,517.167,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,141,172.795,513.972,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,142,176.371,541.361,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,143,170.405,504.912,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,144,172.325,595.861,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,145,179.096,660.821,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,146,172.029,528.482,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,147,173.345,504.765,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,148,176.354,524.816,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,149,170.677,617.166,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,150,172.517,585.351,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,151,173.803,540.155,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,152,172.35,508.667,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,153,261.703,548.375,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,154,178.262,533.795,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,155,176.187,498.416,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,156,184.699,529.345,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,157,174.765,485.135,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,158,190.475,519.592,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,159,171.913,569.982,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,160,185.548,502.384,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,161,172.75,527.77,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,162,176.249,528.994,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,163,183.101,543.642,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,164,173.563,590.738,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,165,186.66,523.415,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,166,175.224,583.289,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,167,183.574,505.642,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,168,180.764,525.348,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,169,183.06,520.344,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,170,172.26,552.004,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,171,174.136,583.23,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,172,190.898,551.903,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,173,169.857,511.995,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,174,184.736,542.342,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,175,170.891,526.88,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,176,182.755,481.822,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,177,173.303,611.745,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,178,169.764,506.567,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,179,176.114,599.872,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,180,171.324,524.293,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,181,172.415,510.015,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,182,174.348,512.678,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,183,172.102,519.317,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,184,182.829,523.877,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,185,170.64,523.787,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,186,171.523,533.565,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,187,169.378,525.129,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,188,172.411,503.356,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,189,168.986,509.396,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,190,172.004,562.508,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,191,175.667,560.935,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,192,172.443,554.927,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,193,173.091,523.414,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,194,175.194,532.905,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,195,170.691,534.581,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,196,174.701,518.086,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,197,173.946,564.516,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,198,171.268,501.532,2248704,true,gpu_nvme_kernel,,1,16
B1,Tutti-deployed,4,0.067,549,4096,256,199,170.507,530.763,2248704,true,gpu_nvme_kernel,,1,16
